Carimbo de data/hora,Nome do Artigo,Autores do Artigo,Nome da Ferramenta,Objetivo da Ferramenta,Fase de Aprovação,Repositório,Plataformas suportadas,Quais tipos de ferramentas  são propostos no artigo para apoiar a Engenharia de Software ao longo do ciclo de vida de sistemas quânticos?,Qual é a fase do ciclo de vida apoiada?,"Que tipo de evidência empírica é apresentada no artigo para sustentar as ferramentas, técnicas ou abordagens discutidas em Engenharia de Software Quântica?","Quais limitações, desafios e lacunas das ferramentas e abordagens discutidas no artigo são identificadas pelos autores no contexto da Engenharia de Software Quântica?",Artigo origem,Outros artigos relacionados a pesquisa,Rótulo de Fase do ciclo de vida,Rótulo de evidência empírica,Rótulo de limitação,Observações,,
26/06/2026 15:35:54,Projection-Based Runtime Assertions for Testing and Debugging Quantum Programs,"Gushu Li, Li Zhou, Nengkun Yu, Yufei Ding, Mingsheng Ying e Yuan Xie",Proq,"Propor um esquema de asserção em tempo de execução para testar e depurar programas quânticos diretamente em computadores quânticos, utilizando projeções (ou subespaços fechados) para representar predicados lógicos com maior poder expressivo e eficiência de verificação",Etapa 1," O texto fornece o DOI oficial da publicação (https://doi.org/10.1145/3428218) e indica que os artefatos foram avaliados e estão disponíveis, embora um link direto para o GitHub não apareça nos trechos citados","Baseado na linguagem teórica quantum while-language, mas projetado para ser implementado em computadores quânticos reais com restrições de medição","Framework de Asserção em Tempo de Execução: Permite inserir predicados baseados em projeção em diferentes pontos do programa quântico para localizar bugs.

Técnicas de Transformação de Asserção: Um conjunto de métodos (transformações unitárias adicionais, combinação de projeções e uso de qubits auxiliares) para converter asserções teóricas em circuitos executáveis em hardware quântico real com limitações de medição.

Técnica de Projeção Local: Uma abordagem simplificada para lidar com sistemas altamente emaranhados, permitindo observar apenas partes do sistema para reduzir a complexidade da implementação.",Teste (Testing) e Depuração (Debugging) em tempo de execução,"Aplicação de Exemplo / Verificação de Algoritmos: Demonstração da eficácia do Proq na asserção de dois algoritmos complexos: o algoritmo de Shor (fatoração) e o algoritmo HHL (sistemas lineares)

Simulação Numérica: Uso de simuladores para validar que as asserções baseadas em projeção funcionam corretamente e não afetam o estado do programa quando satisfeitas.

Análise Comparativa: Comparação técnica e de custos de recursos (gates, qubits) contra os esquemas de asserção existentes na literatura (Stat e QECA).","Restrições de Hardware: Computadores quânticos atuais suportam apenas medições na base computacional e de postos (ranks) específicos, o que exige transformações unitárias extras que podem aumentar o custo do circuito.

Escalabilidade da Automação: A manipulação clássica de operadores de projeção para sistemas com muitos qubits e alto emaranhamento enfrenta dificuldades de escalabilidade devido ao crescimento exponencial do espaço de estados.

Trade-off de Precisão: O uso de projeções locais, embora simplifique a implementação, pode levar a falsos positivos, pois relaxa as restrições de verificação.",Delta Debugging for Property-Based Regression Testing of Quantum Programs,ProQ: Projection-Based Runtime Assertions for Debugging on a Quantum Computer,Teste de software quântico,Aplicação de Exemplo,"H,E,O",,,
26/06/2026 17:04:42,Code generation for classical-quantum software systems modeled in UML,"Luis Jiménez-Navajas, Ricardo Pérez-Castillo e Mario Piattini",,"Gerar automaticamente código híbrido (integrando Python clássico e Qiskit quântico) a partir de modelos de design de alto nível em UML estendido, facilitando a transição entre o design conceitual e a implementação técnica.",Etapa 1,https://github.com/ivyncm/PythonGenerator/tree/main,Gera código para Python e Qiskit,"Técnica de Geração de Código Modelo-para-Texto (M2T): Utiliza a linguagem Epsilon Generation Language (EGL) para definir regras que traduzem elementos UML em código executável.

Extensões UML (Perfil Q-UML): Propõe o uso de estereótipos (como <<quantum>>, <<Quantum Driver>> e <<qubit>>) para permitir que diagramas de classe e de atividades representem componentes híbridos e circuitos quânticos.

Ferramenta JavaFX de Processamento em Lote: Uma aplicação que estende as capacidades de transformação para processar múltiplos diagramas simultaneamente, permitindo a geração de sistemas complexos de forma automatizada.",Design para a Implementação,"O artigo utiliza um Estudo de Caso Múltiplo

As evidências incluem:
Métricas de Eficácia: Uso de Precisão (99,2%), Recall (89,7%) e F-Measure (94,2%) sob a perspectiva de recuperação de informação, além da métrica CodeBLEU para avaliar a qualidade da tradução automática.

Correção Funcional: Comparação dos resultados de execução entre o código gerado e o gerado pelo IBM Quantum Composer através da divergência Kullback–Leibler, resultando em diferenças mínimas (inferiores a 0.1).

Análise de Eficiência: Avaliação estatística da escalabilidade da ferramenta, demonstrando que o tempo de geração de código cresce de forma linear em relação ao tamanho do modelo de entrada.","Abstrações de Algoritmos: A técnica atual foca em circuitos totalmente definidos em diagramas de atividades e não cobre abstrações para famílias de algoritmos com estruturas repetitivas (como QFT ou VQE).

Tipos de Dados Complexos: A transformação ainda não lida com certos tipos de dados, como vetores (arrays), o que resulta na geração de tipos ""Undefined"" que exigem correção manual.

Erros de Convenção: Nomes de projetos que utilizam hífens podem gerar erros de compilação em Python devido às regras de importação da linguagem, exigindo validação prévia do modelo.

Intervenção Humana: Como a ferramenta gera um ""esqueleto"" ou rascunho do código, ainda há necessidade de intervenção humana para refinar detalhes lógicos que o UML oculta por abstração.

Validação de Modelos: Identifica-se a necessidade futura de ferramentas de validação de modelos para prevenir problemas de geração causados por restrições específicas da linguagem de destino.",Modelling Quantum Circuits with UML,"Design of Classical-Quantum Systems with UML, Generation of Classical-Quantum Code from UML models","Design 
Implementação de software quântico",Estudo de Caso ,"B,L",,,
26/06/2026 18:56:04,Transforming Quantum Programmes in KDM to Quantum Design Models in UML,"Luis Jiménez-Navajas, Ricardo Pérez-Castillo e Mario Piattini",Ferramenta de transformação de modelos KDM para UML (integrando o gerador de diagramas jsUML2),"Realizar a reestruturação de programas quânticos (especificamente em Q#), transformando modelos agnósticos de tecnologia (KDM) em modelos de design UML estendidos (Q-UML) para facilitar a evolução de sistemas legados para sistemas de informação híbridos .",Etapa 1,https://zenodo.org/records/8187198,A ferramenta analisa e transforma programas escritos na linguagem Q# da Microsoft,"Transformação de Modelo ATL (KDM para UML): Uma ferramenta que executa regras de transformação para converter representações de programas quânticos do padrão KDM para o padrão UML.

Extensões Semânticas (Q-KDM e Q-UML): Uso de perfis e famílias de extensão para permitir que elementos quânticos como qubits e portões sejam representados em modelos de software padronizados.

Gerador de Diagramas de Atividades: Uma ferramenta que utiliza a biblioteca jsUML2 para gerar automaticamente a representação gráfica (sintaxe concreta) dos circuitos quânticos a partir dos modelos UML abstratos",Fase de Modernização de Software,"O artigo apresenta um Estudo de Caso :

Benchmarking: Teste da ferramenta com 17 algoritmos quânticos reais extraídos do repositório oficial da Microsoft.

Análise de Qualidade de Modelo: Avaliação quantitativa da complexidade (conectividade e densidade), expressividade (taxa de transformação de elementos entre modelos) e controle de entropia (heterogeneidade).

Análise de Escalabilidade: Demonstração, via modelos de regressão, de que o tempo de transformação aumenta de forma linear em relação ao tamanho dos modelos, garantindo eficiência para sistemas maiores.","Dependência de Linguagem: A implementação atual é limitada ao código Q#, necessitando de expansão para suportar Qiskit (Python) e OpenQASM3.

Escopo de Modelagem: A ferramenta gera predominantemente diagramas de atividades; os autores indicam a necessidade de incluir diagramas de classes para o design completo de sistemas híbridos.

Tamanho dos Programas: Os casos testados possuem poucas linhas de código (LOC) em comparação a sistemas industriais, o que limita a generalização total dos resultados para programas extremamente extensos.

Intervenção Manual: Embora a transformação seja automática, o refinamento do design para integrar parâmetros clássicos e respostas quânticas ainda pode exigir refatoração baseada em especialistas.",Modelling Quantum Circuits with UML,,Manutenção de software quântico ,Estudo de Caso ,"B,L",,,
26/06/2026 20:03:37,A Uniform Representation of Classical and Quantum Source Code for Static Code Analysis,"Maximilian Kaul, Alexander Küchler e Christian Banse",Quantum Code Property Graph (QCPG) ,"Fornecer uma representação unificada para códigos clássicos e quânticos que permita a análise estática de código automatizada, visando identificar erros de programação e vulnerabilidades de segurança através da fronteira entre os dois domínios .",Etapa 1,https://github.com/Fraunhofer-AISEC/cpg/tree/quantum-cpg,Programas escritos em Qiskit (Python) e OpenQASM,"Modelo de Grafo QCPG: Uma estrutura que combina grafos de sintaxe abstrata (AST), de controle de fluxo (CFG) e de dependência de programa (PDG), estendida com semântica quântica para qubits, portas e medições.

Frontends de Linguagem: Tradutores específicos que convertem código Qiskit e OpenQASM para a representação intermediária do grafo.

Passes de Análise de Fluxo: Componentes que rastreiam automaticamente o fluxo de dados (DFG) e a ordem de avaliação (EOG), permitindo seguir a lógica do programa desde a inicialização clássica até o processamento dos resultados quânticos.

Interface de Consulta (Neo4j): Permite o uso de consultas gráficas (Cypher) para detectar padrões de bugs complexos de forma automatizada.",Implementação/Codificação e Verificação/Segurança ,"Aplicação de Exemplo 

Detecção de Padrões de Erro: Demonstração da ferramenta identificando cinco tipos de falhas em um código de exemplo (complex.py): operações supérfluas (portas que não afetam o resultado), bits clássicos constantes, condições de controle que nunca mudam, e bits de resultado não utilizados localmente.

Extração de Métricas de Complexidade: Uso de consultas automatizadas para calcular largura, profundidade e contagem de portas do circuito diretamente do grafo, independentemente da linguagem original.","Escassez de Dados de Teste: A falta de grandes conjuntos de dados públicos com erros de segurança reais em programas quânticos limitou os testes a exemplos criados pelos próprios autores.

Incompletude do Modelo de Hardware: O grafo ainda não incorpora informações físicas do hardware (como taxas de ruído de portas específicas ou tempos de decoerência), o que é necessário para análises mais profundas.

Complexidade do Fluxo de Dados: Necessidade de melhorar o nível de detalhe no rastreamento de dados e introduzir o conceito de execução paralela no modelo de avaliação.

Suporte a Linguagens: Embora o modelo seja genérico, ele ainda requer o desenvolvimento de novos frontends para suportar a diversidade de linguagens quânticas emergentes.",Modelling Quantum Circuits with UML,,"Implementação 
Teste de software quântico
",Aplicação de Exemplo,"D,H",,,
26/06/2026 20:25:11,Analyzing Quantum Programs with LintQ: A Static Analysis Framework for Qiskit,Matteo Paltenghi e Michael Pradel,LintQ,"Fornecer um framework de análise estática abrangente para detectar bugs em programas quânticos, utilizando um conjunto de abstrações que permitem raciocinar sobre conceitos como circuitos, portas e qubits de forma independente dos detalhes da plataforma subjacente",Etapa 1,https://github.com/sola-st/LintQ,Qiskit,"LintQ-core: Uma biblioteca de abstrações quânticas reutilizáveis (como QuantumRegister, Gate, Measurement, QuantumCircuit) que elevam o código de APIs de baixo nível para um nível conceitual superior.

Motor de Análise Baseado em CodeQL: Utiliza o motor CodeQL para extrair fatos do programa (fluxo de controle e dados) e permitir consultas lógicas sobre as abstrações quânticas.

Conjunto de Dez Análises Extensíveis: Queries específicas que detectam padrões de bugs como medições redundantes (DoubleMeas), operações após medição (OpAfterMeas), circuitos superdimensionados (OversizedCircuit) e uso de APIs obsoletas.

Mecanismo de Fluxo de Dados Quântico: Deriva a ordem parcial de aplicação de operadores em qubits para análise de dependência.",Implementação/Codificação (como ferramenta de auxílio ao desenvolvedor) e Teste de Software (análise estática para garantia de qualidade)," O artigo apresenta uma Avaliação Experimental massiva e um Estudo Comparativo:
Dataset de Larga Escala: Aplicação da ferramenta em 7.568 programas quânticos reais coletados do GitHub

Análise de Precisão: Avaliação manual de 345 avisos, demonstrando uma precisão de 91,0% na configuração padrão (com seis análises selecionadas)

Comparação com Baselines: Demonstração de que o LintQ detectou 92,1% de problemas que seriam ignorados por linters clássicos (Pylint) ou ferramentas quânticas anteriores (QSmell e QChecker)

Validação por Desenvolvedores: Relato de 70 problemas encontrados, dos quais 7 foram prontamente confirmados ou corrigidos pelos desenvolvedores originais","Falsos Positivos com Qubits de Ancila: A dificuldade em distinguir entre qubits auxiliares legítimos e a ausência acidental de bits clássicos pode gerar avisos incorretos.

Resolução de Inputs Dinâmicos: Limitações intrínsecas da análise estática em resolver índices de qubits ou tamanhos de registros que dependem de entrada do usuário ou variáveis em tempo de execução.

Complexidade de Composição: A modelagem de composições de circuitos muito complexas ainda é insuficiente e pode levar a imprecisões.

Dependência de Plataforma: Embora as abstrações sejam projetadas para serem gerais, a implementação atual é restrita ao ecossistema Qiskit.

Ignorância de Restrições Físicas de Hardware: As análises atuais não levam em conta as características específicas do hardware real (como conectividade física ou taxas de erro), focando apenas na lógica do programa.",QChecker: Detecting Bugs in Quantum Programs via Static Analysis,LintQ: A Static Analysis Framework for Qiskit Quantum Programs,"Implementação 
Teste de software quântico
",Avaliação Experimental,"L,H",,,
26/06/2026 21:04:08,Quantum Concolic Testing,"Shangzhou Xia, Jianjun Zhao, Fuyuan Zhang e Xiaoyu Guo",Framework de Teste Concólico Quântico,"Fornecer o primeiro framework de teste concólico projetado explicitamente para programas quânticos, visando melhorar a cobertura de ramos (branch coverage), gerar amostras de entrada de alta qualidade e detectar bugs.",Etapa 1,https://github.com/Xzore19/quantum_concolic,Qiskit,"Gerador de Restrições Quânticas: Métodos para quantificar estados quânticos e gerar fórmulas de restrição para declarações de controle quântico, permitindo lidar com a natureza probabilística das saídas.

Objetos Simbólicos Quânticos: Uma técnica de simbolização para variáveis quânticas que torna a natureza ""caixa-preta"" das computações quânticas mais transparente, registrando todas as operações em uma lista de operações (operation_list).

Mecanismo de Exploração de Caminhos: Um componente que altera heuristicamente as condições de caminho e utiliza um solver para gerar novas entradas concretas para explorar ramos alternativos.

Solver de Restrições Quânticas: Integração com o solver dReal para processar as expressões SMT (Satisfiability Modulo Theories) geradas, incluindo equações quadráticas resultantes de medições quânticas.",Teste de Software e Detecção de Bugs,"Experimento Controlado 

Análise de Cobertura (RQ1): Demonstração de que o framework atinge mais de 74,27% de cobertura de ramos em programas com até 4 qubits, superando geradores aleatórios e baseados em busca como Quito e QuraTest.

Avaliação de Eficiência (RQ2): Comparação da velocidade na melhoria da cobertura, mostrando que a geração direcionada elimina redundâncias e explorações repetitivas.

Métricas de Qualidade (RQ3): Análise quantitativa mostrando que as entradas geradas pelo framework satisfazem melhor os requisitos de distribuição de probabilidade esperados.

Capacidade de Detecção de Falhas (RQ4): Validação utilizando o dataset Bugs4Q, onde a ferramenta detectou com sucesso bugs de mau uso de medição quântica que são indetectáveis por outros métodos.","Escalabilidade e Pressão Computacional: O tempo de resolução de restrições cresce exponencialmente com o aumento do número de qubits e da complexidade das operações integradas.

Incerteza Probabilística: A natureza probabilística das saídas torna a direção dos ramos incerta, o que pode exigir múltiplas execuções para confirmar o comportamento do programa.

Dependência de Solvers: A eficácia da abordagem depende totalmente da precisão aritmética e eficiência dos solvers SMT disponíveis, que ainda são limitados para o domínio quântico.

Black-box Dilemma: A dificuldade de representar variáveis quânticas de forma que os solvers clássicos consigam interpretar as dependências complexas dos estados de superposição e emaranhamento.
",QChecker: Detecting Bugs in Quantum Programs via Static Analysis,,Teste de software quântico,Experimento Controlado,"E,O",,,
26/06/2026 23:21:22,"CircInspect: Integrating Visual Circuit Analysis, Abstraction, and Real-Time Development in Quantum Debugging","Mushahid Khan, Prashant J. Nair e Olivia Di Matteo",CircInspect,"Fornecer uma ferramenta interativa para a depuração de programas quânticos que permita visualizar circuitos em diferentes níveis de abstração, monitorar a estrutura e a saída do programa em tempo real e isolar componentes para facilitar a detecção de bugs",Etapa 1,,PennyLane (Python),"Modo Depurador (Debugger Mode): Permite a inserção de breakpoints, execução passo a passo e visualização da árvore de chamadas de funções para monitorar argumentos e saídas.

Modo de Desenvolvimento em Tempo Real: Visualiza dinamicamente o circuito e os resultados conforme o desenvolvedor digita o código, permitindo a detecção precoce de erros lógicos.

Mecanismo de Abstração de Circuitos: Abstrai sub-rotinas complexas em blocos funcionais, permitindo que o usuário ""mergulhe"" em componentes específicos sem ser sobrecarregado por detalhes irrelevantes.

Suporte a Transformações: Ferramenta para visualizar o impacto de transformações quânticas (como otimização e compilação) diretamente no circuito.",Implementação/Codificação e Depuração (Debugging),"Aplicação de Exemplo:

Estudo de Caso Técnico: Demonstração da aplicação da ferramenta no Algoritmo de Grover, ilustrando como a abstração e os breakpoints auxiliam na compreensão de sub-rotinas como o Oráculo e a Difusão

Protocolo de Avaliação Futura: Descrição detalhada de um experimento planejado com usuários para medir o tempo de correção de bugs e a satisfação (via Escala Likert)","Escalabilidade e Latência: O modo de tempo real é intensivo em recursos, o que pode causar lentidão ao processar circuitos muito grandes e complexos.

Rigidez do Depurador: Atualmente, o usuário não pode modificar o código enquanto o depurador está em execução, sendo necessário reiniciá-lo para aplicar mudanças.

Gestão de Projetos Grandes: A ferramenta atual exige que todo o código esteja em um único arquivo/seção, o que dificulta o uso em sistemas industriais que utilizam múltiplos arquivos Python.

Foco em Simuladores: A ferramenta é projetada exclusivamente para depuração baseada em simulação, não abordando diretamente os ruídos de hardware físico em tempo real.",QChecker: Detecting Bugs in Quantum Programs via Static Analysis,,"Implementação 
Teste de software quântico
",Estudo de Caso,"E,L,H",,,
26/06/2026 23:46:21,Static Analysis of Quantum Programs,"Nicola Assolini, Alessandra Di Pierro e Isabella Mastroeni",,Garantir a implementação correta de programas quânticos através de análises de fluxo de dados que detectam usos incorretos de variáveis e automatizam a uncomputação (descarte seguro de variáveis temporárias) para evitar efeitos colaterais de medições implícitas.,Etapa 1,,"Demonstrado na linguagem Guppy (uma linguagem quântica incorporada em Python), mas projetado para ser independente de linguagem e aplicável a qualquer uma que utilize tipagem linear .","Análise de Consumo (Consuming Analysis): Uma análise de fluxo de dados forward que rastreia a disponibilidade de variáveis (se estão definidas e ainda não foram consumidas) em cada ponto do programa.

Verificador de Uso de Variáveis: Um algoritmo que utiliza os dados da análise de consumo para garantir que nenhuma variável seja usada após ser consumida ou sem ser definida.

Análise de Uncomputação (Uncomputation Analysis): Uma análise de fluxo de dados backward que identifica variáveis ""vivas inseguras"" (aquelas que não são consumidas em todos os caminhos de execução possíveis).

Mecanismo de Inserção de Descarte (Discard Insertion): Um algoritmo que decide automaticamente onde inserir a função discard para realizar a uncomputação sem intervenção manual do programador.",Implementação/Codificação e Compilação ,"Aplicação de Exemplo.

Validação por Protótipo: Teste da ferramenta em cerca de dez programas simples que apresentam desafios comuns, como redefinição de variáveis dentro de loops e ramificações de controle de fluxo complexas.

Estudo de Caso Técnico: Demonstração detalhada de todo o pipeline aplicado a uma função complexa, ilustrando a detecção de erros e a inserção automática de descartes em caminhos específicos.","Incompletude por Caminhos Inviáveis: A análise considera todos os caminhos possíveis no grafo de controle de fluxo; se um caminho for impossível de executar mas constar no grafo, a uncomputação será inserida nele, embora isso não afete a semântica final.

Abstração de Alto Nível: A ferramenta opera no topo da pilha de software e não integra informações físicas de hardware (como ruído ou fidelidade de portas), focando apenas na lógica da linguagem.

Integração com Compiladores: Há necessidade de integrar formalmente a análise a compiladores existentes (como o do Guppy) para tornar a verificação de linearidade mais leve e intuitiva para o usuário.

Necessidade de Análises Suplementares: Sugere-se a integração futura com análises de emaranhamento para evitar uncomputações desnecessárias.",QChecker: Detecting Bugs in Quantum Programs via Static Analysis,,Implementação de software quântico,Aplicação de Exemplo,"L,H",,,
27/06/2026 12:35:33,NovaQ: Improving Quantum Program Testing through Diversity-Guided Test Case Generation,"Tiancheng Jin, Shangzhou Xia e Jianjun Zhao",NovaQ,"Prover um framework de teste guiado por diversidade para programas quânticos, combinando um gerador de casos de teste baseado em distribuição com um módulo de avaliação orientado por novidade para explorar comportamentos sub-testados e detectar bugs",Etapa 1,,,"Um gerador de casos de teste baseado em distribuições Gaussianas para criar entradas diversas através da mutação de parâmetros de circuitos.

Um avaliador de casos de teste que quantifica a novidade comportamental usando métricas de estado interno (magnitude, fase e emaranhamento) para guiar o processo de teste",Teste de Software,"Experimento Controlado (Controlled Experiment), caracterizado pela formulação de questões de pesquisa (RQs), seleção de variáveis independentes e uso de grandes amostras para validação estatística

Análise Comparativa de Desempenho: O framework NovaQ foi testado contra uma abordagem de linha de base (baseline) para medir a eficácia da geração guiada por novidade em comparação à geração aleatória.

Benchmarking de Detecção de Bugs: Avaliação da acurácia na identificação de falhas em algoritmos quânticos consolidados, como Grover, Phase Estimation (PE) e QFT, utilizando um conjunto de 1.500 casos de teste para cada execução.

Estudo de Escalabilidade e Crescimento: Análise do comportamento da ferramenta ao longo de 15.000 casos de teste para verificar a taxa de crescimento da diversidade e o limite superior de cobertura da ferramenta em relação ao método tradicional.","Expansão Exponencial do Espaço de Estados: Conforme o número de qubits aumenta, o espaço de entrada cresce exponencialmente, o que torna a cobertura de certas regiões da grade métrica extremamente difícil, mesmo com abordagens guiadas.

Platô de Diversidade (Saturação): Observou-se que, ao gerar um volume muito elevado de casos de teste, a taxa de descoberta de novos comportamentos desacelera, indicando que a ferramenta atinge um limite superior onde a mutação de parâmetros encontra dificuldades para gerar ""novidade"" adicional.

Custo da Simulação Vetorial: A extração de métricas de estado interno (magnitude, fase e emaranhamento) depende de simulações vetoriais, o que pode representar um desafio de desempenho para sistemas quânticos de larga escala, dado que o estado quântico não é diretamente observável em hardware real sem colapsar o sistema.",Delta Debugging for Property-Based Regression Testing of Quantum Programs,,Teste de software quântico,Experimento Controlado,E,,,
27/06/2026 13:35:18,Muskit: A Mutation Analysis Tool for Quantum Software Testing,"Eñaut Mendiluze, Shaukat Ali, Paolo Arcaini e Tao Yue",Muskit,"Automatizar a análise de mutação para programas quânticos codificados em IBM Qiskit, permitindo a geração sistemática de versões defeituosas (mutantes) para avaliar a eficácia e a qualidade de suítes de teste",Etapa 1,https://github.com/Simula-COMPLEX/muskit,"IBM Qiskit (Python) e está disponível como aplicação de linha de comando, interface gráfica (GUI) e aplicação web","Mutants Generator: Automatiza a criação de mutantes aplicando operadores de mutação (Adição, Remoção ou Substituição de portas) em locais específicos do circuito quântico.

Mutants Executor: Gerencia a execução de casos de teste nos mutantes gerados, configurando o número de repetições (shots) para lidar com a natureza probabilística da computação quântica.

Test Analyzer: Um componente extensível que avalia se os mutantes foram detectados (""mortos"") pelos testes, utilizando oráculos como o Wrong Output Oracle (WOO) e o Output Probability Oracle (OPO).
",Teste de Software ,"Experimento Controlado (Controlled Experiment).

Validação via Benchmarking: Aplicação da ferramenta em quatro programas quânticos conhecidos (IQFT, QRAM, BV e CE) para demonstrar sua utilidade prática.

Métricas de Eficácia (Mutation Score): Apresentação de resultados estatísticos detalhados sobre o número de mutantes gerados (totalizando mais de 1.500 entre os projetos) e a porcentagem de detecção alcançada por diferentes oráculos.

Análise de Desempenho Temporal: Relato do tempo médio de execução, indicando que a geração de mutantes leva menos de 1 segundo e a execução de testes cerca de 3 segundos por par teste/mutante.","Detecção de Mutantes Equivalentes: A ferramenta ainda não consegue identificar mutantes que são semanticamente idênticos ao original, pois ainda não existe um corpo de conhecimento consolidado sobre como detectá-los em computação quântica.

Explosão do Espaço de Mutação: Mesmo para programas pequenos, o número de mutantes gerados pode ser massivo, o que exige o desenvolvimento de critérios de seleção mais inteligentes para manter a eficiência do processo.

Incompletude de Operadores e Subsunção: Os 57 operadores atuais não são exaustivos e ainda não se sabe se existem relações de subsunção entre eles (se um operador é inerentemente mais ""forte"" que outro na detecção de bugs).

Dependência de Plataforma: Embora a abordagem seja portável, a implementação atual está restrita ao Qiskit, sendo necessário expandir para outros frameworks como Google Cirq ou Rigetti Forest.",Property-based Testing of Quantum Programs in Q#,,Teste de software quântico,Experimento Controlado,"L,E,B",,,
27/06/2026 14:08:47,QuSBT: Search-Based Testing of Quantum Programs,"Xinyi Wang, Paolo Arcaini, Tao Yue e Shaukat Ali",QuSBT (Search-based Testing of Quantum Programs) ,"Automatizar a geração de suítes de teste para programas quânticos com o objetivo de maximizar o número de casos de teste que falham, tratando o teste como um problema de otimização resolvido via algoritmos genéticos.",Etapa 1,https://github.com/Simula-COMPLEX/qusbt-tool,"Qiskit, QasmSimulator","Gerador de Testes Baseado em Algoritmo Genético: Utiliza o framework jMetalPy para evoluir indivíduos (suítes de teste) representados por variáveis inteiras que maximizam a detecção de falhas.

Avaliador de Fitness (Função de Aptidão): Calcula a qualidade de cada suíte de teste gerada com base no número de falhas detectadas após múltiplas execuções (shots).

Oráculo Estatístico (Teste de Qui-quadrado de Pearson): Utilizado para comparar a distribuição de saída observada no simulador com a especificação do programa, permitindo identificar falhas em sistemas inerentemente probabilísticos.

Gerador de Testes Unitários: Exporta automaticamente os casos de teste que falharam no formato do framework unittest do Python, facilitando o processo de depuração para o desenvolvedor.
",Teste de Software ,"Experimento Controlado.

Benchmarking com Falhas Reais e Artificiais: Avaliação da ferramenta em cinco algoritmos quânticos (BV, QR, IQ, AS, CE) com dez versões defeituosas para medir a eficácia na detecção de bugs.

Análise de Eficácia de Detecção (%ft): Demonstração quantitativa de que a ferramenta consegue gerar suítes onde, em média, mais de 50% dos casos de teste falham, comprovando a eficiência do algoritmo genético.

Mensuração de Desempenho Temporal: Coleta de dados sobre o tempo de simulação quântica (st) versus o tempo de execução da busca (et), evidenciando os custos computacionais da abordagem.

Parametrização Estatística: Uso de níveis de significância configuráveis (padrão 0.01) para validar a precisão dos oráculos de teste.
","Gargalo de Simulação Clássica: O experimento revelou que a maior parte do tempo é consumida pela simulação dos circuitos no Qiskit, e não pela busca heurística, o que limita a escalabilidade para programas com muitos qubits.

Tratamento da Incerteza Probabilística: A necessidade de múltiplas repetições para cada entrada (proporcional ao número de saídas esperadas) torna o processo de teste custoso e estatisticamente complexo.

Variedade de Algoritmos de Busca: A ferramenta atual está limitada a um algoritmo genético específico, havendo a necessidade de integrar e comparar outras meta-heurísticas de busca.

Necessidade de Guias de Configuração: Identificou-se a lacuna de uma metodologia que ajude o usuário final a configurar os parâmetros do algoritmo genético e do oráculo de forma otimizada para diferentes tipos de programas.",Property-based Testing of Quantum Programs in Q#,,Teste de software quântico,Experimento Controlado,"E,O,L",,,
